name,phone,website,googlemaps_link,category,zone
Cheran Weaves India Private Limited,"
098427 42102",http://cheranweaves.com/,"https://www.google.com/maps/place/Indian+weaving+mills/@11.2213578,77.3466586,11z/data=!4m10!1m2!2m1!1sweaving+in+Erode!3m6!1s0x3ba96fb1badcd875:0xb19bea4f2d580a17!8m2!3d11.3418752!4d77.7318001!15sChB3ZWF2aW5nIGluIEVyb2RlWhIiEHdlYXZpbmcgaW4gZXJvZGWSAR9jbG90aGVzX2FuZF9mYWJyaWNfbWFudWZhY3R1cmVy4AEA!16s%2Fg%2F11rx0n6d63?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",weaving,Erode
JJ WEAVING MILLS,"
077085 31119",,"https://www.google.com/maps/place/Cheran+Weaves+India+Private+Limited/@11.2213578,77.3466586,11z/data=!4m10!1m2!2m1!1sweaving+in+Erode!3m6!1s0x3ba967e64f964f27:0xa83dc359020f2634!8m2!3d11.3656456!4d77.7520276!15sChB3ZWF2aW5nIGluIEVyb2RlkgEMd2VhdmluZ19taWxs4AEA!16s%2Fg%2F11r9v8hckt?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",weaving,Erode
SSV Textiles Spinning and Weaving Mill,"
099769 25777",http://www.ssvtextiles.com/,"https://www.google.com/maps/place/JJ+WEAVING+MILLS/@11.2213578,77.3466586,11z/data=!4m10!1m2!2m1!1sweaving+in+Erode!3m6!1s0x3ba96fc1c5684819:0xbc79082091afc2c5!8m2!3d11.3429528!4d77.7261162!15sChB3ZWF2aW5nIGluIEVyb2RlWhIiEHdlYXZpbmcgaW4gZXJvZGWSAQx0ZXh0aWxlX21pbGyaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTnZMVzgyVGxGUkVBReABAPoBBAgAEAw!16s%2Fg%2F11rlvxnhzk?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",weaving,Erode
Maharaja Spinning Mills Private Limited,,,"https://www.google.com/maps/place/SSV+Textiles+Spinning+and+Weaving+Mill/@11.2213578,77.3466586,11z/data=!4m10!1m2!2m1!1sweaving+in+Erode!3m6!1s0x3ba9695b33784719:0x8f8ad2d5e827b1c2!8m2!3d11.3571379!4d77.6779808!15sChB3ZWF2aW5nIGluIEVyb2RlWhIiEHdlYXZpbmcgaW4gZXJvZGWSAQx0ZXh0aWxlX21pbGzgAQA!16s%2Fg%2F11m__8zqxl?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",weaving,Erode
Sri Kalyan Export Private Limited,"
096775 53377",https://www.srikalyanexportindia.com/,"https://www.google.com/maps/place/Maharaja+Spinning+Mills+Private+Limited/@11.2213578,77.3466586,11z/data=!4m10!1m2!2m1!1sweaving+in+Erode!3m6!1s0x3ba96f47b2701c41:0x13c138265481e6a1!8m2!3d11.3440274!4d77.7252078!15sChB3ZWF2aW5nIGluIEVyb2RlkgELY290dG9uX21pbGzgAQA!16s%2Fg%2F11nnv_4fjj?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",weaving,Erode
Rithik sizing Mills India Pvt ltd,"
099944 55610",,"https://www.google.com/maps/place/Sri+Kalyan+Export+Private+Limited/@11.2213578,77.3466586,11z/data=!4m10!1m2!2m1!1sweaving+in+Erode!3m6!1s0x3ba96f4699a3f265:0x624620773a52d00f!8m2!3d11.338384!4d77.6784267!15sChB3ZWF2aW5nIGluIEVyb2RlWhIiEHdlYXZpbmcgaW4gZXJvZGWSAQxtYW51ZmFjdHVyZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVzWVZkcmJHeE5hVEUwVWxaT05tTlhUbWhQVnpsTVlWaEtUVkpXUlJBQuABAPoBBAgAECk!16s%2Fg%2F1hc6xjt1_?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",weaving,Erode
Sivakami Handloom,"
093456 67779",,"https://www.google.com/maps/place/Sivakami+Handloom/@11.2219409,77.346658,11z/data=!4m10!1m2!2m1!1shandloom+in+Erode!3m6!1s0x3ba96fc05c082c1d:0xe8c087b58f6771e2!8m2!3d11.3338564!4d77.7137015!15sChFoYW5kbG9vbSBpbiBFcm9kZVoTIhFoYW5kbG9vbSBpbiBlcm9kZZIBHWNsb3RoZXNfYW5kX2ZhYnJpY193aG9sZXNhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJYTnpoZmJVTkJFQUXgAQD6AQQIABAr!16s%2Fg%2F11rv30951h?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",handloom,Erode
Mahaveer Handloom Textiles,"
086673 73860",,"https://www.google.com/maps/place/Sivakami+Handloom/@11.2219409,77.346658,11z/data=!4m10!1m2!2m1!1shandloom+in+Erode!3m6!1s0x3ba96fc05c082c1d:0xe8c087b58f6771e2!8m2!3d11.3338564!4d77.7137015!15sChFoYW5kbG9vbSBpbiBFcm9kZVoTIhFoYW5kbG9vbSBpbiBlcm9kZZIBHWNsb3RoZXNfYW5kX2ZhYnJpY193aG9sZXNhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJYTnpoZmJVTkJFQUXgAQD6AQQIABAr!16s%2Fg%2F11rv30951h?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",handloom,Erode
"Handloom towels,Sri Shanthi Textiles, Easwaran kovil street Erode","
095435 79324",,"https://www.google.com/maps/place/Mahaveer+Handloom+Textiles/@11.2219409,77.346658,11z/data=!4m10!1m2!2m1!1shandloom+in+Erode!3m6!1s0x3ba96f4655c4850d:0x35b8584e1b32f13f!8m2!3d11.3433468!4d77.7254813!15sChFoYW5kbG9vbSBpbiBFcm9kZZIBH2Nsb3RoZXNfYW5kX2ZhYnJpY19tYW51ZmFjdHVyZXLgAQA!16s%2Fg%2F11c76dmsh1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",handloom,Erode
M.R.HANDLOOMS Pallipalayam,"
04288 246 413",,"https://www.google.com/maps/place/Handloom+towels,Sri+Shanthi+Textiles,+Easwaran+kovil+street+Erode/@11.2219409,77.346658,11z/data=!4m10!1m2!2m1!1shandloom+in+Erode!3m6!1s0x3ba96f46958706a9:0x1e726b7aa7c062cf!8m2!3d11.3416753!4d77.72726!15sChFoYW5kbG9vbSBpbiBFcm9kZVoTIhFoYW5kbG9vbSBpbiBlcm9kZZIBEHRleHRpbGVfZXhwb3J0ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk9YemxIVjBObkVBReABAPoBBAgAEC4!16s%2Fg%2F11ddwxd342?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",handloom,Erode
P.K.Murugan & Co,,,"https://www.google.com/maps/place/M.R.HANDLOOMS+Pallipalayam/@11.2219409,77.346658,11z/data=!4m10!1m2!2m1!1shandloom+in+Erode!3m6!1s0x3ba965e31ef60f4f:0x869b7ff4783753f0!8m2!3d11.3553481!4d77.7586321!15sChFoYW5kbG9vbSBpbiBFcm9kZZIBDmNsb3RoaW5nX3N0b3Jl4AEA!16s%2Fg%2F11d_1t1964?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",handloom,Erode
Pushpendra Handloom,"
094430 25748",,"https://www.google.com/maps/place/P.K.Murugan+%26+Co/@11.2219409,77.346658,11z/data=!4m10!1m2!2m1!1shandloom+in+Erode!3m6!1s0x3ba96f4758695a2f:0x1a5cf69d8365ae4d!8m2!3d11.3412308!4d77.7224386!15sChFoYW5kbG9vbSBpbiBFcm9kZVoTIhFoYW5kbG9vbSBpbiBlcm9kZZIBDmNsb3RoaW5nX3N0b3Jl4AEA!16s%2Fg%2F11b6dws1rw?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",handloom,Erode
LIBERTY TOWELS (P) LTD,"
073737 38988",http://libertytowels.com/,"https://www.google.com/maps/place/LIBERTY+TOWELS+(P)+LTD/@11.3631467,77.6586852,13z/data=!4m10!1m2!2m1!1stowels+in+Erode!3m6!1s0x3ba96f3c9f31235f:0x3d5f663fa23a8425!8m2!3d11.3397722!4d77.7123149!15sCg90b3dlbHMgaW4gRXJvZGVaESIPdG93ZWxzIGluIGVyb2RlkgEQdGV4dGlsZV9leHBvcnRlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSb04xbzJiMkozRUFF4AEA-gEECAAQOg!16s%2Fg%2F11bvt31pd0?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",towels,Erode
"Vinayaga Textiles - ""Vtex""","
098432 71234",http://vtexerode.in/,"https://www.google.com/maps/place/LIBERTY+TOWELS+(P)+LTD/@11.3631467,77.6586852,13z/data=!4m10!1m2!2m1!1stowels+in+Erode!3m6!1s0x3ba96f3c9f31235f:0x3d5f663fa23a8425!8m2!3d11.3397722!4d77.7123149!15sCg90b3dlbHMgaW4gRXJvZGVaESIPdG93ZWxzIGluIGVyb2RlkgEQdGV4dGlsZV9leHBvcnRlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSb04xbzJiMkozRUFF4AEA-gEECAAQOg!16s%2Fg%2F11bvt31pd0?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",towels,Erode
Meenu's Manchesters,"
095663 00002",http://www.meenus.in/,"https://www.google.com/maps/place/Vinayaga+Textiles+-+%22Vtex%22/@11.3631467,77.6586852,13z/data=!4m10!1m2!2m1!1stowels+in+Erode!3m6!1s0x3ba96f468e6b520d:0x96c821bb4271310a!8m2!3d11.3417386!4d77.7256176!15sCg90b3dlbHMgaW4gRXJvZGVaESIPdG93ZWxzIGluIGVyb2RlkgERZmFicmljX3dob2xlc2FsZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk1OWE5mUzJGQkVBReABAPoBBAgAECM!16s%2Fg%2F11b6s3lgjl?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",towels,Erode
sri balaji textiles,"
090037 29267",,"https://www.google.com/maps/place/Meenu's+Manchesters/@11.3631467,77.6586852,13z/data=!4m10!1m2!2m1!1stowels+in+Erode!3m6!1s0x3ba96ed866eda729:0x65e45b571f245c3d!8m2!3d11.3343292!4d77.7147039!15sCg90b3dlbHMgaW4gRXJvZGVaESIPdG93ZWxzIGluIGVyb2RlkgEQY29ycG9yYXRlX29mZmljZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSR01qUnRWM1JSUlJBQuABAPoBBAgAEDQ!16s%2Fg%2F11cmr0b5y7?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",towels,Erode
S.Kumaran Textiles - Manufacturer of Hotel & Hospital Linens in Erode,"
094430 27475",https://skumarantextileserode.com/,"https://www.google.com/maps/place/sri+balaji+textiles/@11.3631467,77.6586852,13z/data=!4m10!1m2!2m1!1stowels+in+Erode!3m6!1s0x3ba96f2565c12f11:0x44d09ac92e9ada87!8m2!3d11.3491688!4d77.7033235!15sCg90b3dlbHMgaW4gRXJvZGVaESIPdG93ZWxzIGluIGVyb2RlkgEMdGV4dGlsZV9taWxsmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0NE1sUXdhM2RhVlVVeFpXeFpkMlZIWkRWUmJGSlFVVmR6TVUxWVl4QULgAQD6AQQIABA9!16s%2Fg%2F11t3gts76d?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",towels,Erode
"ONESOURCE INTERNATIONAL PRIVATE LIMITED (HOME, HOTEL/HOSPITAL BED & BATH LINEN MANUFACTURER)","
093885 36000",http://www.onesourcelinen.com/,"https://www.google.com/maps/place/S.Kumaran+Textiles+-+Manufacturer+of+Hotel+%26+Hospital+Linens+in+Erode/@11.3631467,77.6586852,13z/data=!4m10!1m2!2m1!1stowels+in+Erode!3m6!1s0x3ba9690e3936ab4d:0x41d2eb4f7604aa06!8m2!3d11.3592501!4d77.6955814!15sCg90b3dlbHMgaW4gRXJvZGVaESIPdG93ZWxzIGluIGVyb2RlkgEMbGluZW5zX3N0b3Jl4AEA!16s%2Fg%2F11h2bclmbb?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",towels,Erode
baSkaR'S SRS Lungi Company,"
098424 76515",https://srstextiles.com/,"https://www.google.com/maps/place/baSkaR'S+SRS+Lungi+Company/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96f4661a7c403:0x2b0a47d1a19ff846!8m2!3d11.3435214!4d77.7268959!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBFGNsb3RoaW5nX21hbnVmYWN0dXJlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5pY2pscFFrMUJFQUXgAQD6AQQIABBF!16s%2Fg%2F11bytn2dgs?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
K K Balusamy & Co - Premium Printed Lungi Manufacturers in Erode,"
098432 22262",https://kkbstore.com/,"https://www.google.com/maps/place/baSkaR'S+SRS+Lungi+Company/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96f4661a7c403:0x2b0a47d1a19ff846!8m2!3d11.3435214!4d77.7268959!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBFGNsb3RoaW5nX21hbnVmYWN0dXJlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5pY2pscFFrMUJFQUXgAQD6AQQIABBF!16s%2Fg%2F11bytn2dgs?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
MKS CLOTHING COMPANY SINCE 1972 - SHIRT - LUNGI & DHOTI MANUFACTURERS,"
088707 75609",http://www.willmaxclothing.com/,"https://www.google.com/maps/place/MKS+CLOTHING+COMPANY+SINCE+1972+-+SHIRT+-+LUNGI+%26+DHOTI+MANUFACTURERS/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96f337d4f3aa3:0x800c14d86342c173!8m2!3d11.3436551!4d77.7269327!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBFGNsb3RoaW5nX21hbnVmYWN0dXJlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF5T1dKaWJuQlJSUkFC4AEA-gEECAAQDg!16s%2Fg%2F11dxc8jpkn?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
Kannan Mil - Fancy Lungi Manufacturers,"
098427 27000",,"https://www.google.com/maps/place/MKS+CLOTHING+COMPANY+SINCE+1972+-+SHIRT+-+LUNGI+%26+DHOTI+MANUFACTURERS/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96f337d4f3aa3:0x800c14d86342c173!8m2!3d11.3436551!4d77.7269327!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBFGNsb3RoaW5nX21hbnVmYWN0dXJlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF5T1dKaWJuQlJSUkFC4AEA-gEECAAQDg!16s%2Fg%2F11dxc8jpkn?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
"Mohra Mart Lungis, Dhotis, Mundus","
097872 94290",https://www.smartbiz.in/MohraMart,"https://www.google.com/maps/place/Kannan+Mil+-+Fancy+Lungi+Manufacturers/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96f46d1a9ab0d:0xc68690c076399689!8m2!3d11.3411664!4d77.7251454!15sCg5sdW5naSBpbiBFcm9kZZIBFGNsb3RoaW5nX21hbnVmYWN0dXJl4AEA!16s%2Fg%2F11bzx97dvr?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
LUNGI STREET,,,"https://www.google.com/maps/place/Mohra+Mart+Lungis,+Dhotis,+Mundus/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96f2c8454cecd:0xc0e6d69aa2fb5f80!8m2!3d11.3433139!4d77.7244931!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBFGNsb3RoaW5nX21hbnVmYWN0dXJl4AEA!16s%2Fg%2F11l1mc9qvd?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
"Krishna tex - Towel & Lungi Manufactures, wholesaler Pallipalayam, Erode கிருஷ்ணா டெக்ஸ் - துண்டு & லுங்கி உற்பத்தியாளர்கள்","
098651 04402",,"https://www.google.com/maps/place/LUNGI+STREET/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96fab814fb2f7:0xf6539c294a059ab6!8m2!3d11.3438456!4d77.7268531!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBDG1hbnVmYWN0dXJlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbGVEZFFTM0IzUlJBQuABAPoBBQjoARAW!16s%2Fg%2F11jylf9cjk?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
Shiva Lungi Company,"
090258 22304",,"https://www.google.com/maps/place/Krishna+tex+-+Towel+%26+Lungi+Manufactures,+wholesaler+Pallipalayam,+Erode+%E0%AE%95%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%B7%E0%AF%8D%E0%AE%A3%E0%AE%BE+%E0%AE%9F%E0%AF%86%E0%AE%95%E0%AF%8D%E0%AE%B8%E0%AF%8D+-+%E0%AE%A4%E0%AF%81%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AF%81+%26+%E0%AE%B2%E0%AF%81%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BF+%E0%AE%89%E0%AE%B1%E0%AF%8D%E0%AE%AA%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%B3%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96946dacc444d:0x70a80b35cd3f1501!8m2!3d11.3799116!4d77.7385478!15sCg5sdW5naSBpbiBFcm9kZZIBEHRleHRpbGVfZXhwb3J0ZXLgAQA!16s%2Fg%2F11wbylcv96?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
Prabhu Mills-Best Dhoti Manufacturers|Kaavi Kids Dhoti|Kurta|Kerala Saree Settu Mundu|Wedding Sarees Wholesalers Retailers,"
098437 18585",https://www.prabhumills.in/,"https://www.google.com/maps/place/Shiva+Lungi+Company/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba968a2730a90e3:0x63912adbc0ff364b!8m2!3d11.3683948!4d77.7428709!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBDG1hbnVmYWN0dXJlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNMU16Z3RaV1JSRUFF4AEA-gEECAAQDw!16s%2Fg%2F11c1q7_xkm?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
KIBS LUNGIES,,http://www.kibs.co.in/,"https://www.google.com/maps/place/KIBS+LUNGIES/@11.3633093,77.6586852,13z/data=!4m10!1m2!2m1!1slungi+in+Erode!3m6!1s0x3ba96f75568acc11:0xa3e706851fe8c!8m2!3d11.3421408!4d77.7269937!15sCg5sdW5naSBpbiBFcm9kZVoQIg5sdW5naSBpbiBlcm9kZZIBE2Nsb3RoaW5nX3dob2xlc2FsZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUm9iWEZwTm1kQlJSQULgAQD6AQQIABAo!16s%2Fg%2F11qh5bg2dg?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",lungi,Erode
S.Kumaran Textiles - Manufacturer of Hotel & Hospital Linens in Erode,"
094430 27475",https://skumarantextileserode.com/,"https://www.google.com/maps/place/S.Kumaran+Textiles+-+Manufacturer+of+Hotel+%26+Hospital+Linens+in+Erode/@11.3634719,77.6586851,13z/data=!4m10!1m2!2m1!1sbedsheets+in+Erode!3m6!1s0x3ba9690e3936ab4d:0x41d2eb4f7604aa06!8m2!3d11.3592501!4d77.6955814!15sChJiZWRzaGVldHMgaW4gRXJvZGVaFCISYmVkc2hlZXRzIGluIGVyb2RlkgEMbGluZW5zX3N0b3Jl4AEA!16s%2Fg%2F11h2bclmbb?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",bedsheets,Erode
SV Tex (Wholesale Only),"
099407 77704",,"https://www.google.com/maps/place/S.Kumaran+Textiles+-+Manufacturer+of+Hotel+%26+Hospital+Linens+in+Erode/@11.3634719,77.6586851,13z/data=!4m10!1m2!2m1!1sbedsheets+in+Erode!3m6!1s0x3ba9690e3936ab4d:0x41d2eb4f7604aa06!8m2!3d11.3592501!4d77.6955814!15sChJiZWRzaGVldHMgaW4gRXJvZGVaFCISYmVkc2hlZXRzIGluIGVyb2RlkgEMbGluZW5zX3N0b3Jl4AEA!16s%2Fg%2F11h2bclmbb?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",bedsheets,Erode
Manish Mills,"
080 4896 1063",http://manishmills.com/,"https://www.google.com/maps/place/SV+Tex+(Wholesale+Only)/@11.3634719,77.6586851,13z/data=!4m10!1m2!2m1!1sbedsheets+in+Erode!3m6!1s0x3ba96f479cf8888b:0x5dc5477caf5df2af!8m2!3d11.3418249!4d77.7264721!15sChJiZWRzaGVldHMgaW4gRXJvZGVaFCISYmVkc2hlZXRzIGluIGVyb2RlkgEOY2xvdGhpbmdfc3RvcmXgAQA!16s%2Fg%2F11cnsjdqh_?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",bedsheets,Erode
Sree Bhagyam Prints,"
094422 67123",https://sreebhagyamprints.com/,"https://www.google.com/maps/place/Manish+Mills/@11.3634719,77.6586851,13z/data=!4m10!1m2!2m1!1sbedsheets+in+Erode!3m6!1s0x3ba96f471850abed:0x9e63f206c07c2d6b!8m2!3d11.3420856!4d77.7245836!15sChJiZWRzaGVldHMgaW4gRXJvZGVaFCISYmVkc2hlZXRzIGluIGVyb2RlkgEMbWFudWZhY3R1cmVy4AEA!16s%2Fg%2F1thx2gsv?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",bedsheets,Erode
Maruthi Prints,"
0424 226 4230",,"https://www.google.com/maps/place/Maruthi+Prints/@11.3634719,77.6586851,13z/data=!4m10!1m2!2m1!1sbedsheets+in+Erode!3m6!1s0x3ba96f46958706a9:0xc5e1e55904cd9781!8m2!3d11.3419651!4d77.7261078!15sChJiZWRzaGVldHMgaW4gRXJvZGVaFCISYmVkc2hlZXRzIGluIGVyb2RlkgENYmVkZGluZ19zdG9yZeABAA!16s%2Fg%2F11gbxgplsb?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",bedsheets,Erode
"SRI SHAKTHI TEX - Melange, Rotto, Bag cotton fabrics, White shirting fabrics, Bedsheets, fabric wholesale shop erode","
097873 10101",http://www.srishakthitex.in/,"https://www.google.com/maps/place/Maruthi+Prints/@11.3634719,77.6586851,13z/data=!4m10!1m2!2m1!1sbedsheets+in+Erode!3m6!1s0x3ba96f46958706a9:0xc5e1e55904cd9781!8m2!3d11.3419651!4d77.7261078!15sChJiZWRzaGVldHMgaW4gRXJvZGVaFCISYmVkc2hlZXRzIGluIGVyb2RlkgENYmVkZGluZ19zdG9yZeABAA!16s%2Fg%2F11gbxgplsb?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",bedsheets,Erode
Godawari Home Decor - Bedsheet Curtain Carpet,"
097876 51000",,"https://www.google.com/maps/place/SRI+SHAKTHI+TEX+-+Melange,+Rotto,+Bag+cotton+fabrics,+White+shirting+fabrics,+Bedsheets,+fabric+wholesale+shop+erode/@11.3634719,77.6586851,13z/data=!4m10!1m2!2m1!1sbedsheets+in+Erode!3m6!1s0x3ba96f38c0e81141:0x12fd26623d8c9512!8m2!3d11.3418224!4d77.7220776!15sChJiZWRzaGVldHMgaW4gRXJvZGVaFCISYmVkc2hlZXRzIGluIGVyb2RlkgERZmFicmljX3dob2xlc2FsZXLgAQA!16s%2Fg%2F11c0xh8xx4?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",bedsheets,Erode
